Rd,Pick,School,Pos,B/T,Class,TeamId,TeamNm,FirstNm,LastNm,FullNm,BonusType,BonusAmount,Year
26,796,Lubbock Christian (TX),P,R/R,4YR SR,117.0,Houston Astros, Chandler,Casey, Chandler Casey,SlottedBonus,125000.0,2019
27,826,Seminole State (OK),P,S/L,JC J2,117.0,Houston Astros, Kevin,Dickey, Kevin Dickey,SlottedBonus,125000.0,2019
28,856,University of Texas - San Antonio (TX),2B,R/R,4YR SR,117.0,Houston Astros, Bryan,Arias, Bryan Arias,SlottedBonus,125000.0,2019
29,886,Rollins College (FL),P,L/L,4YR SR,117.0,Houston Astros, Whit,Drennan, Whit Drennan,SlottedBonus,125000.0,2019
30,916,Campbell University (NC),P,R/R,4YR SR,117.0,Houston Astros, Michael,Horrell, Michael Horrell,SlottedBonus,125000.0,2019
1,2,Colleyville Heritage HS (TX),SS,R/R,HS SR,118.0,Kansas City Royals, Bobby,Witt Jr., Bobby Witt Jr.,SlottedBonus,7790000.0,2019
2,44,Florida (FL),SS,R/R,4YR SO,118.0,Kansas City Royals, Brady,McConnell, Brady McConnell,SlottedBonus,1690000.0,2019
CBB,70,Arizona State (AZ),P,R/R,4YR JR,118.0,Kansas City Royals, Alec,Marsh, Alec Marsh,SlottedBonus,906800.0,2019
3,80,Oregon State (OR),P,L/R,4YR JR,118.0,Kansas City Royals, Grant,Gambrell, Grant Gambrell,SlottedBonus,767800.0,2019
4,109,University of Illinois (IL),2B,L/R,4YR JR,118.0,Kansas City Royals, Michael,Massey, Michael Massey,SlottedBonus,533000.0,2019
5,139,Illinois State (IL),OF,L/L,4YR JR,118.0,Kansas City Royals, John,Rave, John Rave,SlottedBonus,398000.0,2019
6,169,Penn State (PA),P,L/L,4YR JR,118.0,Kansas City Royals, Dante,Biasi, Dante Biasi,SlottedBonus,299000.0,2019
7,199,Virginia (VA),P,R/R,4YR JR,118.0,Kansas City Royals, Noah,Murdock, Noah Murdock,SlottedBonus,233000.0,2019
8,229,Florida State (FL),P,L/L,4YR JR,118.0,Kansas City Royals, Drew,Parrish, Drew Parrish,SlottedBonus,184700.0,2019
9,259,Indiana State (IN),SS,L/R,4YR SR,118.0,Kansas City Royals, Clay,Dungan, Clay Dungan,SlottedBonus,158600.0,2019
10,289,Coastal Carolina (SC),P,L/L,4YR JR,118.0,Kansas City Royals, Anthony,Veneziano, Anthony Veneziano,SlottedBonus,147700.0,2019
11,319,Old Dominion (VA),1B,L/L,4YR JR,118.0,Kansas City Royals, Vinnie,Pasquantino, Vinnie Pasquantino,SlottedBonus,125000.0,2019
12,349,Evansville (IN),P,R/R,4YR JR,118.0,Kansas City Royals, Adam,Lukas, Adam Lukas,SlottedBonus,125000.0,2019
13,379,Alabama - Birmingham (AL),SS,R/R,4YR JR,118.0,Kansas City Royals, Tyler,Tolbert, Tyler Tolbert,SlottedBonus,125000.0,2019
14,409,UCLA (CA),P,R/L,4YR SR,118.0,Kansas City Royals, Justin,Hooper, Justin Hooper,SlottedBonus,125000.0,2019
15,439,Houston (TX),P,R/R,4YR JR,118.0,Kansas City Royals, Sean,Bretz, Sean Bretz,SlottedBonus,125000.0,2019
16,469,Juan Jose Maunez HS (PR),P,R/R,HS SR,118.0,Kansas City Royals, Erick,Figueroa, Erick Figueroa,SlottedBonus,125000.0,2019
17,499,Vanderbilt (TN),P,L/L,4YR SR,118.0,Kansas City Royals, A.J.,Franklin, A.J. Franklin,SlottedBonus,125000.0,2019
18,529,Cosumnes River College (CA),CF,L/L,JC J2,118.0,Kansas City Royals, Burle,Dixon, Burle Dixon,SlottedBonus,125000.0,2019
19,559,USC (CA),P,L/L,4YR JR,118.0,Kansas City Royals, Austin,Manning, Austin Manning,SlottedBonus,125000.0,2019
20,589,Central Arkansas (AR),P,R/R,4YR SR,118.0,Kansas City Royals, Cody,Davenport, Cody Davenport,SlottedBonus,125000.0,2019
21,619,Rowan College at Gloucester County (NJ),P,R/R,JC J1,118.0,Kansas City Royals, Matt,Stil, Matt Stil,SlottedBonus,125000.0,2019
22,649,Indiana State (IN),3B,R/R,4YR 5S,118.0,Kansas City Royals, Jake,Means, Jake Means,SlottedBonus,125000.0,2019
23,679,Auburn (AL),P,L/L,4YR JR,118.0,Kansas City Royals, Elliott,Anderson, Elliott Anderson,SlottedBonus,125000.0,2019
24,709,Memphis (TN),P,L/L,4YR SR,118.0,Kansas City Royals, Alex,Smith, Alex Smith,SlottedBonus,125000.0,2019
25,739,Valdosta State University (GA),P,R/R,4YR SR,118.0,Kansas City Royals, Josh,Broughton, Josh Broughton,SlottedBonus,125000.0,2019
26,769,Tennessee (TN),2B,R/R,4YR JR,118.0,Kansas City Royals, Jay,Charleston, Jay Charleston,SlottedBonus,125000.0,2019
27,799,Ole Miss (MS),P,L/L,4YR JR,118.0,Kansas City Royals, Zack,Phillips, Zack Phillips,SlottedBonus,125000.0,2019
28,829,Jefferson College (MO),P,R/R,JC J2,118.0,Kansas City Royals, Riley,Boyd, Riley Boyd,SlottedBonus,125000.0,2019
29,859,Wabash Valley College (IL),P,R/R,JC J1,118.0,Kansas City Royals, Jon,Beymer, Jon Beymer,SlottedBonus,125000.0,2019
1,15,North Carolina State (NC),SS,R/R,4YR JR,108.0,Los Angeles Angels, Will,Wilson, Will Wilson,SlottedBonus,3890000.0,2019
2,55,Freedom HS (CA),SS,R/R,HS SR,108.0,Los Angeles Angels, Kyren,Paris, Kyren Paris,SlottedBonus,1310000.0,2019
3,92,Harriton HS (PA),P,L/R,HS SR,108.0,Los Angeles Angels, Jack,Kochanowicz, Jack Kochanowicz,SlottedBonus,637600.0,2019
4,121,Puerto Rico Baseball Academy (PR),OF,L/L,HS SR,108.0,Los Angeles Angels, Erik,Rivera, Erik Rivera,SlottedBonus,473700.0,2019
5,151,Tennessee (TN),P,R/R,4YR JR,108.0,Los Angeles Angels, Garrett,Stallings, Garrett Stallings,SlottedBonus,353700.0,2019
6,181,Winthrop (SC),P,R/R,4YR JR,108.0,Los Angeles Angels, Zach,Peek, Zach Peek,SlottedBonus,270300.0,2019
7,211,Auburn (AL),P,R/R,4YR JR,108.0,Los Angeles Angels, Davis,Daniel, Davis Daniel,SlottedBonus,211500.0,2019
8,241,Elon University (NC),P,L/R,4YR JR,108.0,Los Angeles Angels, Kyle,Brnovich, Kyle Brnovich,SlottedBonus,171200.0,2019
9,271,Tennessee (TN),P,L/R,4YR JR,108.0,Los Angeles Angels, Zach,Linginfelter, Zach Linginfelter,SlottedBonus,153300.0,2019
10,301,UNC Greensboro (NC),P,R/R,4YR 5S,108.0,Los Angeles Angels, Chad,Sykes, Chad Sykes,SlottedBonus,144600.0,2019
11,331,Georgetown (DC),P,L/L,4YR JR,108.0,Los Angeles Angels, Brent,Killam, Brent Killam,SlottedBonus,125000.0,2019
12,361,UC Santa Barbara (CA),P,L/L,4YR JR,108.0,Los Angeles Angels, Jack,Dashwood, Jack Dashwood,SlottedBonus,125000.0,2019
13,391,B You Academy (PR),P,R/R,HS SR,108.0,Los Angeles Angels, Edwin,Sanchez, Edwin Sanchez,SlottedBonus,125000.0,2019
14,421,Georgia (GA),P,R/R,4YR JR,108.0,Los Angeles Angels, Zac,Kristofak, Zac Kristofak,SlottedBonus,125000.0,2019
15,451,Miami (FL),P,L/R,4YR JR,108.0,Los Angeles Angels, Greg,Veliz, Greg Veliz,SlottedBonus,125000.0,2019
16,481,Central Arizona College (AZ),P,R/R,JC J1,108.0,Los Angeles Angels, Dakota,Donovan, Dakota Donovan,SlottedBonus,125000.0,2019
17,511,West Virginia (WV),CF,R/R,4YR JR,108.0,Los Angeles Angels, Brandon,White, Brandon White,SlottedBonus,125000.0,2019
18,541,Princeton (NJ),P,L/L,4YR SR,108.0,Los Angeles Angels, Ryan,Smith, Ryan Smith,SlottedBonus,125000.0,2019
19,571,Delaware State University (DE),P,L/L,4YR JR,108.0,Los Angeles Angels, Garrett,Lawson, Garrett Lawson,SlottedBonus,125000.0,2019
20,601,Rouse HS (TX),P,R/R,HS SR,108.0,Los Angeles Angels, Jared,Southard, Jared Southard,SlottedBonus,125000.0,2019
21,631,North Carolina State (NC),P,R/R,4YR JR,108.0,Los Angeles Angels, Andrew,Blake, Andrew Blake,SlottedBonus,125000.0,2019
22,661,Alabama (AL),SS,L/R,4YR JR,108.0,Los Angeles Angels, Morgan,McCullough, Morgan McCullough,SlottedBonus,125000.0,2019
23,691,North Broward Prep HS (FL),CF,R/R,HS SR,108.0,Los Angeles Angels, Matthew,Corlew, Matthew Corlew,SlottedBonus,125000.0,2019
24,721,Oklahoma Baptist University (OK),P,R/R,4YR JR,108.0,Los Angeles Angels, Shane,Kelso, Shane Kelso,SlottedBonus,125000.0,2019
25,751,Samford University (AL),C,R/R,4YR JR,108.0,Los Angeles Angels, Anthony,Mulrine, Anthony Mulrine,SlottedBonus,125000.0,2019
26,781,UCLA (CA),P,R/R,4YR SR,108.0,Los Angeles Angels, Kyle,Molnar, Kyle Molnar,SlottedBonus,125000.0,2019
27,811,Oregon (OR),P,R/R,4YR JR,108.0,Los Angeles Angels, Kenyon,Yovan, Kenyon Yovan,SlottedBonus,125000.0,2019
28,841,Pike County HS (GA),P,R/R,HS SR,108.0,Los Angeles Angels, Coleman,Crow, Coleman Crow,SlottedBonus,125000.0,2019
29,871,Rowan University (NJ),P,R/R,4YR SR,108.0,Los Angeles Angels, Matthew,Woods, Matthew Woods,SlottedBonus,125000.0,2019
30,901,California Baptist University (CA),P,R/R,4YR JR,108.0,Los Angeles Angels, Andrew,Bash, Andrew Bash,SlottedBonus,125000.0,2019
1,25,Tulane (LA),3B,R/R,4YR JR,119.0,Los Angeles Dodgers, Kody,Hoese, Kody Hoese,SlottedBonus,2740000.0,2019
1,31,North Carolina (NC),2B,L/R,4YR JR,119.0,Los Angeles Dodgers, Michael,Busch, Michael Busch,SlottedBonus,2310000.0,2019
2C,78,Lake Travis HS (TX),P,R/R,HS SR,119.0,Los Angeles Dodgers, Jimmy,Lewis, Jimmy Lewis,SlottedBonus,793000.0,2019
3,102,Butler (IN),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Ryan,Pepiot, Ryan Pepiot,SlottedBonus,571400.0,2019
4,131,University of California - Irvine (CA),3B,R/R,4YR JR,119.0,Los Angeles Dodgers, Brandon,Lewis, Brandon Lewis,SlottedBonus,430800.0,2019
5,161,Stanford (CA),P,L/R,4YR JR,119.0,Los Angeles Dodgers, Jack,Little, Jack Little,SlottedBonus,321100.0,2019
6,191,Eastern Kentucky (KY),P,R/R,4YR 5S,119.0,Los Angeles Dodgers, Aaron,Ochsenbein, Aaron Ochsenbein,SlottedBonus,249000.0,2019
7,221,James Madison University (VA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Nick,Robertson, Nick Robertson,SlottedBonus,195700.0,2019
8,251,Bryant University (RI),OF,L/R,4YR JR,119.0,Los Angeles Dodgers, Ryan,Ward, Ryan Ward,SlottedBonus,163400.0,2019
9,281,Fresno CC (CA),P,S/L,JC J2,119.0,Los Angeles Dodgers, Alec,Gamboa, Alec Gamboa,SlottedBonus,150100.0,2019
10,311,VCU (VA),SS,R/R,4YR SR,119.0,Los Angeles Dodgers, Zac,Ching, Zac Ching,SlottedBonus,142300.0,2019
11,341,San Diego State (CA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Logan,Boyer, Logan Boyer,SlottedBonus,125000.0,2019
12,371,Michigan State (MI),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Mitchell,Tyranski, Mitchell Tyranski,SlottedBonus,125000.0,2019
13,401,Missouri (MO),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Jacob,Cantleberry, Jacob Cantleberry,SlottedBonus,125000.0,2019
14,431,Northeastern (MA),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Sean,Mellen, Sean Mellen,SlottedBonus,125000.0,2019
15,461,St. Marys (CA),OF,R/R,4YR JR,119.0,Los Angeles Dodgers, Joe,Vranesh, Joe Vranesh,SlottedBonus,125000.0,2019
16,491,Chipola College (FL),P,R/R,JC J1,119.0,Los Angeles Dodgers, Andrew,Baker, Andrew Baker,SlottedBonus,125000.0,2019
17,521,Stanford (CA),LF,R/R,4YR SR,119.0,Los Angeles Dodgers, Brandon,Wulff, Brandon Wulff,SlottedBonus,125000.0,2019
18,551,St. John's (NY),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Jeff,Belge, Jeff Belge,SlottedBonus,125000.0,2019
19,581,Oklahoma (OK),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Braidyn,Fink, Braidyn Fink,SlottedBonus,125000.0,2019
20,611,Arkansas (AR),P,R/R,4YR 5S,119.0,Los Angeles Dodgers, Zack,Plunkett, Zack Plunkett,SlottedBonus,125000.0,2019
21,641,J.M. Tate HS (FL),OF,L/L,HS SR,119.0,Los Angeles Dodgers, Trey,LaFleur, Trey LaFleur,SlottedBonus,125000.0,2019
22,671,Bryant University (RI),SS,R/R,4YR JR,119.0,Los Angeles Dodgers, Jimmy,Titus, Jimmy Titus,SlottedBonus,125000.0,2019
23,701,University of Illinois (IL),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Cyrillo,Watson, Cyrillo Watson,SlottedBonus,125000.0,2019
24,731,Fresno CC (CA),OF,R/R,JC J2,119.0,Los Angeles Dodgers, Chet,Allison, Chet Allison,SlottedBonus,125000.0,2019
25,761,Oregon (OR),OF,S/R,4YR SO,119.0,Los Angeles Dodgers, Jonny,Deluca, Jonny Deluca,SlottedBonus,125000.0,2019
26,791,Miami (FL),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Mark,Mixon, Mark Mixon,SlottedBonus,125000.0,2019
27,821,Sacramento State (CA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Parker,Brahms, Parker Brahms,SlottedBonus,125000.0,2019
28,851,Woodstock HS (GA),SS,R/R,HS SR,119.0,Los Angeles Dodgers, Brennan,Milone, Brennan Milone,SlottedBonus,125000.0,2019
29,881,Rutherford HS (NJ),SS,R/R,HS SR,119.0,Los Angeles Dodgers, Breyln,Jones, Breyln Jones,SlottedBonus,125000.0,2019
1,4,Vanderbilt (TN),RF,L/L,4YR JR,146.0,Miami Marlins, JJ,Bleday, JJ Bleday,SlottedBonus,6660000.0,2019
CBA,35,Missouri (MO),OF,L/L,4YR JR,146.0,Miami Marlins, Kameron,Misner, Kameron Misner,SlottedBonus,2100000.0,2019
2,46,Collins Hill HS (GA),SS,S/R,HS SR,146.0,Miami Marlins, Nasim,Nunez, Nasim Nunez,SlottedBonus,1620000.0,2019
3,82,Wright State University (OH),OF,R/R,4YR SR,146.0,Miami Marlins, Peyton,Burdick, Peyton Burdick,SlottedBonus,744200.0,2019
4,111,North Carolina State (NC),1B,L/L,4YR SR,146.0,Miami Marlins, Evan,Edwards, Evan Edwards,SlottedBonus,522600.0,2019
5,141,Aliso Niguel HS (CA),P,R/R,HS SR,146.0,Miami Marlins, Evan,Fitterer, Evan Fitterer,SlottedBonus,390400.0,2019
6,171,Dallas Baptist (TX),P,R/R,4YR SR,146.0,Miami Marlins, M.D.,Johnson, M.D. Johnson,SlottedBonus,293800.0,2019
7,201,Louisville (KY),P,R/R,4YR SR,146.0,Miami Marlins, Bryan,Hoeing, Bryan Hoeing,SlottedBonus,229700.0,2019
8,231,UC Santa Barbara (CA),OF,R/R,4YR SR,146.0,Miami Marlins, Tevin,Mitchell, Tevin Mitchell,SlottedBonus,182300.0,2019
9,261,Liberty University (VA),P,R/R,4YR 5S,146.0,Miami Marlins, Evan,Brabrand, Evan Brabrand,SlottedBonus,157600.0,2019
10,291,Wright State University (OH),CF,L/L,4YR SR,146.0,Miami Marlins, J.D.,Orr, J.D. Orr,SlottedBonus,147200.0,2019
11,321,Bethune-Cookman University (FL),P,R/R,4YR JR,146.0,Miami Marlins, Anthony,Maldonado, Anthony Maldonado,SlottedBonus,125000.0,2019
12,351,Holland Christian HS (MI),P,R/R,HS SR,146.0,Miami Marlins, Chris,Mokma, Chris Mokma,SlottedBonus,125000.0,2019
13,381,Vanderbilt (TN),P,L/L,4YR JR,146.0,Miami Marlins, Zach,King, Zach King,SlottedBonus,125000.0,2019
14,411,Pepperdine University (CA),P,L/L,4YR SR,146.0,Miami Marlins, Easton,Lucas, Easton Lucas,SlottedBonus,125000.0,2019
15,441,Alvin CC (TX),CF,R/R,JC J1,146.0,Miami Marlins, Javeon,Cody, Javeon Cody,SlottedBonus,125000.0,2019
16,471,Arizona (AZ),P,L/L,4YR JR,146.0,Miami Marlins, Andrew,Nardi, Andrew Nardi,SlottedBonus,125000.0,2019
17,501,Gonzaga (WA),OF,L/L,4YR JR,146.0,Miami Marlins, Troy,Johnston, Troy Johnston,SlottedBonus,125000.0,2019
18,531,Mississippi State (MS),C,R/R,4YR JR,146.0,Miami Marlins, Dustin,Skelton, Dustin Skelton,SlottedBonus,125000.0,2019
19,561,Legacy HS (TX),C,R/R,HS SR,146.0,Miami Marlins, Nate,Rombach, Nate Rombach,SlottedBonus,125000.0,2019
20,591,UC Santa Barbara (CA),C,R/R,4YR 5S,146.0,Miami Marlins, Thomas,Rowan, Thomas Rowan,SlottedBonus,125000.0,2019
21,621,Western Oklahoma State (OK),P,S/R,JC J1,146.0,Miami Marlins, Jhonny,Felix, Jhonny Felix,SlottedBonus,125000.0,2019
22,651,Loyola Marymount University (CA),P,R/R,4YR SR,146.0,Miami Marlins, Codie,Paiva, Codie Paiva,SlottedBonus,125000.0,2019
23,681,Air Force (CO),3B,R/R,4YR SR,146.0,Miami Marlins, Nic,Ready, Nic Ready,SlottedBonus,125000.0,2019
24,711,Illinois State (IL),P,R/R,4YR SR,146.0,Miami Marlins, Jeff,Lindgren, Jeff Lindgren,SlottedBonus,125000.0,2019
25,741,Creighton (NE),SS,R/R,4YR 5S,146.0,Miami Marlins, Jack,Strunc, Jack Strunc,SlottedBonus,125000.0,2019
26,771,California (CA),CF,R/R,4YR SR,146.0,Miami Marlins, Brandon,McIlwain, Brandon McIlwain,SlottedBonus,125000.0,2019
27,801,East Texas Baptist U (TX),C,R/R,4YR SR,146.0,Miami Marlins, Casey,Combs, Casey Combs,SlottedBonus,125000.0,2019
28,831,Florida International (FL),OF,R/R,4YR SR,146.0,Miami Marlins, Lorenzo,Hampton, Lorenzo Hampton,SlottedBonus,125000.0,2019
29,861,Ball State (IN),P,R/R,4YR JR,146.0,Miami Marlins, John,Baker, John Baker,SlottedBonus,125000.0,2019
1,28,Mississippi State (MS),P,L/L,4YR SR,158.0,Milwaukee Brewers, Ethan,Small, Ethan Small,SlottedBonus,2490000.0,2019
2,65,Wabash Valley College (IL),P,L/L,JC J1,158.0,Milwaukee Brewers, Antoine,Kelly, Antoine Kelly,SlottedBonus,1030000.0,2019
4,133,Washington (WA),C,R/R,4YR JR,158.0,Milwaukee Brewers, Nick,Kahle, Nick Kahle,SlottedBonus,422300.0,2019
5,163,Ole Miss (MS),C,S/R,4YR JR,158.0,Milwaukee Brewers, Thomas,Dillard, Thomas Dillard,SlottedBonus,315400.0,2019
6,193,Louisville (KY),P,L/L,4YR JR,158.0,Milwaukee Brewers, Nick,Bennett, Nick Bennett,SlottedBonus,244900.0,2019
7,223,Texas Tech (TX),2B,L/R,4YR SO,158.0,Milwaukee Brewers, Gabe,Holt, Gabe Holt,SlottedBonus,192900.0,2019
8,253,Texas (TX),SS,L/R,4YR JR,158.0,Milwaukee Brewers, David,Hamilton, David Hamilton,SlottedBonus,162000.0,2019
9,283,Clovis HS (CA),C,L/R,HS SR,158.0,Milwaukee Brewers, Darrien,Miller, Darrien Miller,SlottedBonus,149500.0,2019
10,313,Texas Tech (TX),P,R/R,4YR JR,158.0,Milwaukee Brewers, Taylor,Floyd, Taylor Floyd,SlottedBonus,142200.0,2019
11,343,Cuyahoga CC (OH),P,R/L,JC J2,158.0,Milwaukee Brewers, Brock,Begue, Brock Begue,SlottedBonus,125000.0,2019
12,373,California (CA),P,R/L,4YR JR,158.0,Milwaukee Brewers, Arman,Sabouri, Arman Sabouri,SlottedBonus,125000.0,2019
13,403,Vanderbilt (TN),P,R/L,4YR JR,158.0,Milwaukee Brewers, Jackson,Gillis, Jackson Gillis,SlottedBonus,125000.0,2019
14,433,Utah Valley (UT),P,L/R,4YR JR,158.0,Milwaukee Brewers, Paxton,Schultz, Paxton Schultz,SlottedBonus,125000.0,2019
15,463,Elon University (NC),IF,R/R,4YR SR,158.0,Milwaukee Brewers, Cam,Devanney, Cam Devanney,SlottedBonus,125000.0,2019
16,493,SUNY Stony Brook (NY),CF,L/R,4YR JR,158.0,Milwaukee Brewers, Michael,Wilson, Michael Wilson,SlottedBonus,125000.0,2019
17,523,Junipero Serra HS (CA),P,L/L,HS SR,158.0,Milwaukee Brewers, Kelvin,Bender, Kelvin Bender,SlottedBonus,125000.0,2019
18,553,North Carolina (NC),IF,L/R,4YR JR,158.0,Milwaukee Brewers, Ashton,McGee, Ashton McGee,SlottedBonus,125000.0,2019
19,583,Oklahoma City University (OK),P,R/R,4YR JR,158.0,Milwaukee Brewers, Bryce,Milligan, Bryce Milligan,SlottedBonus,125000.0,2019
20,613,Westlake HS (GA),SS,R/R,HS SR,158.0,Milwaukee Brewers, Myles,Austin, Myles Austin,SlottedBonus,125000.0,2019
21,643,Peru St Col (NE),P,R/R,4YR SR,158.0,Milwaukee Brewers, Eddy,Tavarez, Eddy Tavarez,SlottedBonus,125000.0,2019
22,673,Hillsborough HS (FL),OF,L/R,HS SR,158.0,Milwaukee Brewers, Terence,Doston, Terence Doston,SlottedBonus,125000.0,2019
23,703,Staley HS (MO),P,R/R,HS SR,158.0,Milwaukee Brewers, Carter,Rustad, Carter Rustad,SlottedBonus,125000.0,2019
24,733,Calvert Hall College HS (MD),SS,R/R,HS SR,158.0,Milwaukee Brewers, Jose,Torres, Jose Torres,SlottedBonus,125000.0,2019
25,763,Pace University (NY),P,L/L,4YR SR,158.0,Milwaukee Brewers, Dan,Wirchansky, Dan Wirchansky,SlottedBonus,125000.0,2019
26,793,TCU (TX),C,R/R,4YR JR,158.0,Milwaukee Brewers, Zach,Humphreys, Zach Humphreys,SlottedBonus,125000.0,2019
27,823,Shoreline CC (WA),OF,R/R,JC J2,158.0,Milwaukee Brewers, Zane,Zurbrugg, Zane Zurbrugg,SlottedBonus,125000.0,2019
28,853,Santa Clara University (CA),CF,R/R,4YR JR,158.0,Milwaukee Brewers, Andre,Nnebe, Andre Nnebe,SlottedBonus,125000.0,2019
29,883,St. Thomas University (FL),OF,S/R,4YR SR,158.0,Milwaukee Brewers, Jackie,Urbaez, Jackie Urbaez,SlottedBonus,125000.0,2019
30,913,Central Methodist University (MO),P,R/R,4YR JR,158.0,Milwaukee Brewers, Peyton,Long, Peyton Long,SlottedBonus,125000.0,2019
31,943,San Jacinto College North (TX),P,R/R,JC J1,158.0,Milwaukee Brewers, Jonathan,Jones, Jonathan Jones,SlottedBonus,125000.0,2019
1,13,Eastlake HS (CA),SS,R/R,HS SR,142.0,Minnesota Twins, Keoni,Cavaco, Keoni Cavaco,SlottedBonus,4200000.0,2019
CBA,39,Southern Mississippi (MS),RF,L/R,4YR JR,142.0,Minnesota Twins, Matt,Wallner, Matt Wallner,SlottedBonus,1910000.0,2019
2,54,Rice (TX),P,R/R,4YR JR,142.0,Minnesota Twins, Matt,Canterino, Matt Canterino,SlottedBonus,1340000.0,2019
3,90,Oregon (OR),SS,R/R,4YR JR,142.0,Minnesota Twins, Spencer,Steer, Spencer Steer,SlottedBonus,657600.0,2019
4,119,Wright State University (OH),3B,L/R,4YR JR,142.0,Minnesota Twins, Seth,Gray, Seth Gray,SlottedBonus,483000.0,2019
5,149,Auburn (AL),SS,R/R,4YR JR,142.0,Minnesota Twins, Will,Holland, Will Holland,SlottedBonus,360800.0,2019
6,179,Mercer (GA),P,R/R,4YR JR,142.0,Minnesota Twins, Sawyer,Gipson-Long, Sawyer Gipson-Long,SlottedBonus,274800.0,2019
7,209,Connecticut (CT),SS,R/R,4YR JR,142.0,Minnesota Twins, Anthony,Prato, Anthony Prato,SlottedBonus,214900.0,2019
8,239,Gonzaga (WA),P,R/R,4YR JR,142.0,Minnesota Twins, Casey,Legumina, Casey Legumina,SlottedBonus,173000.0,2019
9,269,Illinois State (IL),P,L/L,4YR JR,142.0,Minnesota Twins, Brent,Headrick, Brent Headrick,SlottedBonus,154100.0,2019
10,299,Duke (NC),P,R/R,4YR 5S,142.0,Minnesota Twins, Ben,Gross, Ben Gross,SlottedBonus,145000.0,2019
11,329,University of California - Irvine (CA),P,R/R,4YR JR,142.0,Minnesota Twins, Tanner,Brubaker, Tanner Brubaker,SlottedBonus,125000.0,2019
12,359,St. John's (NY),P,R/R,4YR JR,142.0,Minnesota Twins, Sean,Mooney, Sean Mooney,SlottedBonus,125000.0,2019
13,389,Hawaii (HI),P,R/R,4YR SR,142.0,Minnesota Twins, Dylan,Thomas, Dylan Thomas,SlottedBonus,125000.0,2019
14,419,University of Maine - Orono (ME),P,L/R,4YR JR,142.0,Minnesota Twins, Cody,Laweryson, Cody Laweryson,SlottedBonus,125000.0,2019
15,449,Concordia University (MN),P,L/R,4YR JR,142.0,Minnesota Twins, Louie,Varland, Louie Varland,SlottedBonus,125000.0,2019
16,479,University of the Pacific (CA),P,R/R,4YR JR,142.0,Minnesota Twins, Ryan,Shreve, Ryan Shreve,SlottedBonus,125000.0,2019
17,509,Edouard Montpetit HS (QC),P,R/L,HS SR,142.0,Minnesota Twins, Antoine,Jean, Antoine Jean,SlottedBonus,125000.0,2019
18,539,Auburn (AL),2B,S/R,4YR JR,142.0,Minnesota Twins, Edouard,Julien, Edouard Julien,SlottedBonus,125000.0,2019
19,569,University of British Columbia (BC),P,L/L,4YR JR,142.0,Minnesota Twins, Niall,Windeler, Niall Windeler,SlottedBonus,125000.0,2019
20,599,Clemson (SC),P,R/R,4YR JR,142.0,Minnesota Twins, Owen,Griffith, Owen Griffith,SlottedBonus,125000.0,2019
21,629,Patrick Henry CC (VA),P,R/R,JC J2,142.0,Minnesota Twins, Bradley,Hanner, Bradley Hanner,SlottedBonus,125000.0,2019
22,659,California (CA),P,R/R,4YR JR,142.0,Minnesota Twins, Rogelio,Reyes, Rogelio Reyes,SlottedBonus,125000.0,2019
23,689,Georgia Gwinnett College (GA),P,R/R,4YR SR,142.0,Minnesota Twins, Matthew,Swain, Matthew Swain,SlottedBonus,125000.0,2019
24,719,Tulane (LA),1B,R/R,4YR SR,142.0,Minnesota Twins, Trevor,Jensen, Trevor Jensen,SlottedBonus,125000.0,2019
25,749,UCLA (CA),P,R/R,4YR 5S,142.0,Minnesota Twins, Nate,Hadley, Nate Hadley,SlottedBonus,125000.0,2019
26,779,Edmond Santa Fe HS (OK),3B,L/R,HS SR,142.0,Minnesota Twins, Blake,Robertson, Blake Robertson,SlottedBonus,125000.0,2019
27,809,Austin Peay (TN),1B,R/R,4YR SR,142.0,Minnesota Twins, Parker,Phillips, Parker Phillips,SlottedBonus,125000.0,2019
28,839,Alvin HS (TX),P,R/R,HS SR,142.0,Minnesota Twins, Travis,Phelps, Travis Phelps,SlottedBonus,125000.0,2019
29,869,TCU (TX),C,R/R,4YR JR,142.0,Minnesota Twins, Alex,Isola, Alex Isola,SlottedBonus,125000.0,2019
1,12,Lake Travis HS (TX),3B,L/R,HS SR,121.0,New York Mets, Brett,Baty, Brett Baty,SlottedBonus,4370000.0,2019
2,53,St. Thomas HS (TX),P,R/R,HS SR,121.0,New York Mets, Josh,Wolf, Josh Wolf,SlottedBonus,1370000.0,2019
3,89,Seminole HS (FL),P,R/R,HS SR,121.0,New York Mets, Matthew,Allan, Matthew Allan,SlottedBonus,667900.0,2019
